,v1,v2,latitude,longitude,degradation_state
5307,17-000646,03-1-04560,-12.431,-95.374,4
5308,17-001832,03-1-04556,-12.664,-95.044,
5309,17-004457,03-1-04558,-12.701,-95.184,
5310,17-000765,03-1-04559,-12.918,-95.516,4
5311,17-004431,03-4-06242,-12.925,-95.021,
5312,17-000414,03-1-04563,-12.04,-95.508,3
5313,17-003591,03-4-05193,-12.113,-95.609,
5314,17-003749,03-1-04562,-12.233,-95.403,
5315,17-005015,03-4-06048,-12.278,-95.005,
5316,17-000862,03-1-04561,-12.282,-95.478,
5317,17-000646,03-1-04560,-12.431,-95.374,4
5318,17-001832,03-1-04556,-12.664,-95.044,
5319,17-004457,03-1-04558,-12.701,-95.184,
5320,17-000765,03-1-04559,-12.918,-95.516,4
5321,17-004431,03-4-06242,-12.925,-95.021,
5322,17-000414,03-1-04563,-12.04,-95.508,3
5323,17-003591,03-4-05193,-12.113,-95.609,
5324,17-003749,03-1-04562,-12.233,-95.403,
5325,17-005015,03-4-06048,-12.278,-95.005,
5326,17-000862,03-1-04561,-12.282,-95.478,
5327,17-000646,03-1-04560,-12.431,-95.374,4
5328,17-001832,03-1-04556,-12.664,-95.044,
5329,17-004457,03-1-04558,-12.701,-95.184,
5330,17-000765,03-1-04559,-12.918,-95.516,4
5331,17-004431,03-4-06242,-12.925,-95.021,
5332,17-005747,03-4-05194,-12.004,-96.05,
5333,17-002204,03-1-04566,-12.106,-96.616,
5334,17-005768,03-1-04567,-12.131,-96.725,
5335,17-001723,03-1-04565,-12.416,-96.322,
5336,17-004848,03-4-06039,-12.448,-96.894,
5337,17-004948,03-1-04569,-12.586,-96.175,
5338,17-000766,03-1-04568,-12.72,-96.843,4
5339,17-000480,03-1-04564,-12.885,-96.242,3
5340,17-005747,03-4-05194,-12.004,-96.05,
5341,17-002204,03-1-04566,-12.106,-96.616,
5342,17-005768,03-1-04567,-12.131,-96.725,
5343,17-001723,03-1-04565,-12.416,-96.322,
5344,17-004848,03-4-06039,-12.448,-96.894,
5345,17-004948,03-1-04569,-12.586,-96.175,
5346,17-000766,03-1-04568,-12.72,-96.843,4
5347,17-000480,03-1-04564,-12.885,-96.242,3
5348,17-005747,03-4-05194,-12.004,-96.05,
5349,17-002204,03-1-04566,-12.106,-96.616,
5350,17-005768,03-1-04567,-12.131,-96.725,
5351,17-001723,03-1-04565,-12.416,-96.322,
5352,17-004848,03-4-06039,-12.448,-96.894,
5353,17-004948,03-1-04569,-12.586,-96.175,
5354,17-000766,03-1-04568,-12.72,-96.843,4
5355,17-000480,03-1-04564,-12.885,-96.242,3
5356,17-005747,03-4-05194,-12.004,-96.05,
5357,17-002204,03-1-04566,-12.106,-96.616,
5358,17-005768,03-1-04567,-12.131,-96.725,
5359,17-001723,03-1-04565,-12.416,-96.322,
5360,17-004848,03-4-06039,-12.448,-96.894,
5361,17-004948,03-1-04569,-12.586,-96.175,
5362,17-000766,03-1-04568,-12.72,-96.843,4
5363,17-000480,03-1-04564,-12.885,-96.242,3
5364,17-004769,03-4-05199,-12.023,-97.625,
5365,17-004687,03-4-05198,-12.097,-97.541,
5366,17-001071,03-1-04575,-12.121,-97.591,
5367,17-000708,03-1-04574,-12.142,-97.605,3
5368,17-001371,03-1-04571,-12.261,-97.142,
5369,17-003017,03-1-04570,-12.576,-97.109,
5370,17-004769,03-4-05199,-12.023,-97.625,
5371,17-004687,03-4-05198,-12.097,-97.541,
5372,17-001071,03-1-04575,-12.121,-97.591,
5373,17-000708,03-1-04574,-12.142,-97.605,3
5374,17-001371,03-1-04571,-12.261,-97.142,
5375,17-003017,03-1-04570,-12.576,-97.109,
5376,17-004769,03-4-05199,-12.023,-97.625,
5377,17-004687,03-4-05198,-12.097,-97.541,
5378,17-001071,03-1-04575,-12.121,-97.591,
5379,17-000708,03-1-04574,-12.142,-97.605,3
5380,17-001371,03-1-04571,-12.261,-97.142,
5381,17-003017,03-1-04570,-12.576,-97.109,
5382,17-004769,03-4-05199,-12.023,-97.625,
5383,17-004687,03-4-05198,-12.097,-97.541,
5384,17-001071,03-1-04575,-12.121,-97.591,
5385,17-000708,03-1-04574,-12.142,-97.605,3
5386,17-001371,03-1-04571,-12.261,-97.142,
5387,17-003017,03-1-04570,-12.576,-97.109,
5388,23-015838,15-1-10895,-12.066,135.445,
5389,23-006606,,-12.071,135.736,#N/A
5390,23-010739,15-4-07117,-12.141,135.442,
5391,23-002370,15-1-10875,-12.154,135.806,2
5392,23-001834,15-1-10876,-12.238,135.802,3
5393,23-017244,15-4-07118,-12.325,135.412,
5394,23-008316,15-4-07119,-12.372,135.438,
5395,23-004510,15-1-12362,-12.605,135.458,
5396,23-017598,15-4-07487,-12.61,135.213,
5397,23-010450,15-1-10865,-12.635,135.08,
5398,23-007436,15-1-12361,-12.633,135.706,
5399,23-000441,15-1-12358,-12.776,135.942,3
5400,23-011339,15-1-12360,-12.787,135.892,
5401,23-015838,15-1-10895,-12.066,135.445,
5402,23-006606,,-12.071,135.736,#N/A
5403,23-010739,15-4-07117,-12.141,135.442,
5404,23-002370,15-1-10875,-12.154,135.806,2
5405,23-001834,15-1-10876,-12.238,135.802,3
5406,23-017244,15-4-07118,-12.325,135.412,
5407,23-008316,15-4-07119,-12.372,135.438,
5408,23-004510,15-1-12362,-12.605,135.458,
5409,23-017598,15-4-07487,-12.61,135.213,
5410,23-010450,15-1-10865,-12.635,135.08,
5411,23-007436,15-1-12361,-12.633,135.706,
5412,23-000441,15-1-12358,-12.776,135.942,3
5413,23-011339,15-1-12360,-12.787,135.892,
5414,23-015838,15-1-10895,-12.066,135.445,
5415,23-006606,,-12.071,135.736,#N/A
5416,23-010739,15-4-07117,-12.141,135.442,
5417,23-002370,15-1-10875,-12.154,135.806,2
5418,23-001834,15-1-10876,-12.238,135.802,3
5419,23-017244,15-4-07118,-12.325,135.412,
5420,23-008316,15-4-07119,-12.372,135.438,
5421,23-004510,15-1-12362,-12.605,135.458,
5422,23-017598,15-4-07487,-12.61,135.213,
5423,23-010450,15-1-10865,-12.635,135.08,
5424,23-007436,15-1-12361,-12.633,135.706,
5425,23-000441,15-1-12358,-12.776,135.942,3
5426,23-011339,15-1-12360,-12.787,135.892,
5427,23-015838,15-1-10895,-12.066,135.445,
5428,23-006606,,-12.071,135.736,#N/A
5429,23-010739,15-4-07117,-12.141,135.442,
5430,23-002370,15-1-10875,-12.154,135.806,2
5431,23-001834,15-1-10876,-12.238,135.802,3
5432,23-017244,15-4-07118,-12.325,135.412,
5433,23-008316,15-4-07119,-12.372,135.438,
5434,23-004510,15-1-12362,-12.605,135.458,
5435,23-017598,15-4-07487,-12.61,135.213,
5436,23-010450,15-1-10865,-12.635,135.08,
5437,23-007436,15-1-12361,-12.633,135.706,
5438,23-000441,15-1-12358,-12.776,135.942,3
5439,23-011339,15-1-12360,-12.787,135.892,
5440,23-008381,15-1-10890,-12.111,136.78,
5441,23-005607,15-1-10874,-12.12,136.039,
5442,23-000677,15-1-10894,-12.271,136.993,3
5443,23-002371,15-1-10892,-12.29,136.942,2
5444,23-010047,15-1-10891,-12.297,136.774,
5445,23-008302,15-1-10898,-12.384,136.329,
5446,23-006521,15-1-10877,-12.422,136.065,
5447,23-002220,15-1-10899,-12.483,136.405,3
5448,23-016968,15-4-07485,-12.611,136.278,
5449,23-016397,15-4-07484,-12.692,136.311,
5450,23-003715,15-1-10905,-12.748,136.491,4
5451,23-005007,15-1-12357,-12.91,136.215,
5452,23-013434,15-4-07479,-12.92,136.65,
5453,23-008381,15-1-10890,-12.111,136.78,
5454,23-005607,15-1-10874,-12.12,136.039,
5455,23-000677,15-1-10894,-12.271,136.993,3
5456,23-002371,15-1-10892,-12.29,136.942,2
5457,23-010047,15-1-10891,-12.297,136.774,
5458,23-008302,15-1-10898,-12.384,136.329,
5459,23-006521,15-1-10877,-12.422,136.065,
5460,23-002220,15-1-10899,-12.483,136.405,3
5461,23-016968,15-4-07485,-12.611,136.278,
5462,23-016397,15-4-07484,-12.692,136.311,
5463,23-003715,15-1-10905,-12.748,136.491,4
5464,23-005007,15-1-12357,-12.91,136.215,
5465,23-013434,15-4-07479,-12.92,136.65,
5466,23-008381,15-1-10890,-12.111,136.78,
5467,23-005607,15-1-10874,-12.12,136.039,
5468,23-000677,15-1-10894,-12.271,136.993,3
5469,23-002371,15-1-10892,-12.29,136.942,2
5470,23-010047,15-1-10891,-12.297,136.774,
5471,23-008302,15-1-10898,-12.384,136.329,
5472,23-006521,15-1-10877,-12.422,136.065,
5473,23-002220,15-1-10899,-12.483,136.405,3
5474,23-016968,15-4-07485,-12.611,136.278,
5475,23-016397,15-4-07484,-12.692,136.311,
5476,23-003715,15-1-10905,-12.748,136.491,4
5477,23-005007,15-1-12357,-12.91,136.215,
5478,23-013434,15-4-07479,-12.92,136.65,
5479,23-008381,15-1-10890,-12.111,136.78,
5480,23-005607,15-1-10874,-12.12,136.039,
5481,23-000677,15-1-10894,-12.271,136.993,3
5482,23-002371,15-1-10892,-12.29,136.942,2
5483,23-010047,15-1-10891,-12.297,136.774,
5484,23-008302,15-1-10898,-12.384,136.329,
5485,23-006521,15-1-10877,-12.422,136.065,
5486,23-002220,15-1-10899,-12.483,136.405,3
5487,23-016968,15-4-07485,-12.611,136.278,
5488,23-016397,15-4-07484,-12.692,136.311,
5489,23-003715,15-1-10905,-12.748,136.491,4
5490,23-005007,15-1-12357,-12.91,136.215,
5491,23-013434,15-4-07479,-12.92,136.65,
5492,23-012011,15-1-10901,-12.04,137.226,
5493,23-008911,15-1-10910,-12.159,137.734,
5494,23-005814,15-1-10904,-12.18,137.673,
5495,23-017345,15-1-10917,-12.262,137.886,
5496,23-014052,15-1-10893,-12.26,137.084,
5497,23-012758,15-1-10920,-12.337,137.969,
5498,23-013407,15-1-10902,-12.407,137.562,
5499,23-012951,15-1-10903,-12.427,137.569,
5500,23-006199,15-1-10900,-12.454,137.153,
5501,23-012053,15-1-10924,-12.542,137.739,
5502,23-004193,15-1-10923,-12.546,137.684,
5503,23-001580,15-1-12341,-12.834,137.389,3
5504,23-012011,15-1-10901,-12.04,137.226,
5505,23-008911,15-1-10910,-12.159,137.734,
5506,23-005814,15-1-10904,-12.18,137.673,
5507,23-017345,15-1-10917,-12.262,137.886,
5508,23-014052,15-1-10893,-12.26,137.084,
5509,23-012758,15-1-10920,-12.337,137.969,
5510,23-013407,15-1-10902,-12.407,137.562,
5511,23-012951,15-1-10903,-12.427,137.569,
5512,23-006199,15-1-10900,-12.454,137.153,
5513,23-012053,15-1-10924,-12.542,137.739,
5514,23-004193,15-1-10923,-12.546,137.684,
5515,23-001580,15-1-12341,-12.834,137.389,3
5516,23-012011,15-1-10901,-12.04,137.226,
5517,23-008911,15-1-10910,-12.159,137.734,
5518,23-005814,15-1-10904,-12.18,137.673,
5519,23-017345,15-1-10917,-12.262,137.886,
5520,23-014052,15-1-10893,-12.26,137.084,
5521,23-012758,15-1-10920,-12.337,137.969,
5522,23-013407,15-1-10902,-12.407,137.562,
5523,23-012951,15-1-10903,-12.427,137.569,
5524,23-006199,15-1-10900,-12.454,137.153,
5525,23-012053,15-1-10924,-12.542,137.739,
5526,23-004193,15-1-10923,-12.546,137.684,
5527,23-001580,15-1-12341,-12.834,137.389,3
5528,23-012011,15-1-10901,-12.04,137.226,
5529,23-008911,15-1-10910,-12.159,137.734,
5530,23-005814,15-1-10904,-12.18,137.673,
5531,23-017345,15-1-10917,-12.262,137.886,
5532,23-014052,15-1-10893,-12.26,137.084,
5533,23-012758,15-1-10920,-12.337,137.969,
5534,23-013407,15-1-10902,-12.407,137.562,
5535,23-012951,15-1-10903,-12.427,137.569,
5536,23-006199,15-1-10900,-12.454,137.153,
5537,23-012053,15-1-10924,-12.542,137.739,
5538,23-004193,15-1-10923,-12.546,137.684,
5539,23-001580,15-1-12341,-12.834,137.389,3
5540,23-017481,15-4-07133,-12.022,138.8,
5541,23-002444,15-1-10927,-12.036,138.517,3
5542,23-012228,15-1-10916,-12.076,138.318,
5543,23-013176,15-1-10928,-12.133,138.478,
5544,23-011911,15-4-07132,-12.182,138.638,
5545,23-009439,15-1-10930,-12.214,138.437,
5546,23-003936,15-1-10931,-12.318,138.818,4
5547,23-003597,15-1-10921,-12.353,138.23,4
5548,23-015772,15-4-07134,-12.488,138.74,
5549,23-005573,15-1-12314,-12.562,138.554,
5550,23-009179,15-1-10922,-12.564,138.254,
5551,23-013824,15-1-12315,-12.683,138.433,
5552,23-006838,15-1-12317,-12.7,138.416,
5553,23-016489,15-1-12313,-12.721,138.674,
5554,23-011209,15-1-12316,-12.832,138.466,
5555,23-002094,15-1-12309,-12.927,138.776,1
5556,23-014514,15-1-12320,-12.985,138.034,
5557,23-017481,15-4-07133,-12.022,138.8,
5558,23-002444,15-1-10927,-12.036,138.517,3
5559,23-012228,15-1-10916,-12.076,138.318,
5560,23-013176,15-1-10928,-12.133,138.478,
5561,23-011911,15-4-07132,-12.182,138.638,
5562,23-009439,15-1-10930,-12.214,138.437,
5563,23-003936,15-1-10931,-12.318,138.818,4
5564,23-003597,15-1-10921,-12.353,138.23,4
5565,23-015772,15-4-07134,-12.488,138.74,
5566,23-005573,15-1-12314,-12.562,138.554,
5567,23-009179,15-1-10922,-12.564,138.254,
5568,23-013824,15-1-12315,-12.683,138.433,
5569,23-006838,15-1-12317,-12.7,138.416,
5570,23-016489,15-1-12313,-12.721,138.674,
5571,23-011209,15-1-12316,-12.832,138.466,
5572,23-002094,15-1-12309,-12.927,138.776,1
5573,23-014514,15-1-12320,-12.985,138.034,
5574,23-017481,15-4-07133,-12.022,138.8,
5575,23-002444,15-1-10927,-12.036,138.517,3
5576,23-012228,15-1-10916,-12.076,138.318,
5577,23-013176,15-1-10928,-12.133,138.478,
5578,23-011911,15-4-07132,-12.182,138.638,
5579,23-009439,15-1-10930,-12.214,138.437,
5580,23-003936,15-1-10931,-12.318,138.818,4
5581,23-003597,15-1-10921,-12.353,138.23,4
5582,23-015772,15-4-07134,-12.488,138.74,
5583,23-005573,15-1-12314,-12.562,138.554,
5584,23-009179,15-1-10922,-12.564,138.254,
5585,23-013824,15-1-12315,-12.683,138.433,
5586,23-006838,15-1-12317,-12.7,138.416,
5587,23-016489,15-1-12313,-12.721,138.674,
5588,23-011209,15-1-12316,-12.832,138.466,
5589,23-002094,15-1-12309,-12.927,138.776,1
5590,23-014514,15-1-12320,-12.985,138.034,
5591,23-017481,15-4-07133,-12.022,138.8,
5592,23-002444,15-1-10927,-12.036,138.517,3
5593,23-012228,15-1-10916,-12.076,138.318,
5594,23-013176,15-1-10928,-12.133,138.478,
5595,23-011911,15-4-07132,-12.182,138.638,
5596,23-009439,15-1-10930,-12.214,138.437,
5597,23-003936,15-1-10931,-12.318,138.818,4
5598,23-003597,15-1-10921,-12.353,138.23,4
5599,23-015772,15-4-07134,-12.488,138.74,
5600,23-005573,15-1-12314,-12.562,138.554,
5601,23-009179,15-1-10922,-12.564,138.254,
5602,23-013824,15-1-12315,-12.683,138.433,
5603,23-006838,15-1-12317,-12.7,138.416,
5604,23-016489,15-1-12313,-12.721,138.674,
5605,23-011209,15-1-12316,-12.832,138.466,
5606,23-002094,15-1-12309,-12.927,138.776,1
5607,23-014514,15-1-12320,-12.985,138.034,
5608,23-009725,15-1-10934,-12.03,139.105,
5609,23-007138,15-1-10936,-12.054,139.296,
5610,23-002128,15-1-10951,-12.061,139.67,1
5611,23-007399,15-1-10935,-12.088,139.24,
5612,23-016715,15-1-10946,-12.169,139.776,
5613,23-003956,15-1-10937,-12.214,139.35,3
5614,23-005841,15-1-10939,-12.405,139.33,
5615,23-003344,15-1-10965,-12.53,139.849,1
5616,23-008214,15-1-12308,-12.793,139.172,
5617,23-004357,15-1-12287,-12.822,139.616,
5618,23-013464,15-1-12285,-12.82,139.802,
5619,23-006890,15-1-12284,-12.94,139.849,
5620,23-009725,15-1-10934,-12.03,139.105,
5621,23-007138,15-1-10936,-12.054,139.296,
5622,23-002128,15-1-10951,-12.061,139.67,1
5623,23-007399,15-1-10935,-12.088,139.24,
5624,23-016715,15-1-10946,-12.169,139.776,
5625,23-003956,15-1-10937,-12.214,139.35,3
5626,23-005841,15-1-10939,-12.405,139.33,
5627,23-003344,15-1-10965,-12.53,139.849,1
5628,23-008214,15-1-12308,-12.793,139.172,
5629,23-004357,15-1-12287,-12.822,139.616,
5630,23-013464,15-1-12285,-12.82,139.802,
5631,23-006890,15-1-12284,-12.94,139.849,
5632,23-009725,15-1-10934,-12.03,139.105,
5633,23-007138,15-1-10936,-12.054,139.296,
5634,23-002128,15-1-10951,-12.061,139.67,1
5635,23-007399,15-1-10935,-12.088,139.24,
5636,23-016715,15-1-10946,-12.169,139.776,
5637,23-003956,15-1-10937,-12.214,139.35,3
5638,23-005841,15-1-10939,-12.405,139.33,
5639,23-003344,15-1-10965,-12.53,139.849,1
5640,23-008214,15-1-12308,-12.793,139.172,
5641,23-004357,15-1-12287,-12.822,139.616,
5642,23-013464,15-1-12285,-12.82,139.802,
5643,23-006890,15-1-12284,-12.94,139.849,
5644,23-009725,15-1-10934,-12.03,139.105,
5645,23-007138,15-1-10936,-12.054,139.296,
5646,23-002128,15-1-10951,-12.061,139.67,1
5647,23-007399,15-1-10935,-12.088,139.24,
5648,23-016715,15-1-10946,-12.169,139.776,
5649,23-003956,15-1-10937,-12.214,139.35,3
5650,23-005841,15-1-10939,-12.405,139.33,
5651,23-003344,15-1-10965,-12.53,139.849,1
5652,23-008214,15-1-12308,-12.793,139.172,
5653,23-004357,15-1-12287,-12.822,139.616,
5654,23-013464,15-1-12285,-12.82,139.802,
5655,23-006890,15-1-12284,-12.94,139.849,
5656,23-002060,15-1-10968,-12.285,140.483,4
5657,23-004780,15-1-10971,-12.312,140.774,
5658,23-014480,15-1-10972,-12.32,140.886,
5659,23-004848,15-1-10969,-12.335,140.667,
5660,23-015561,15-1-10970,-12.353,140.662,
5661,23-014594,15-1-10964,-12.384,140.297,
5662,23-009101,15-1-10950,-12.379,140.007,
5663,23-000591,15-1-10974,-12.42,140.83,1
5664,23-003544,15-1-10967,-12.474,140.435,4
5665,23-001828,15-1-10973,-12.543,140.665,1
5666,23-017328,15-4-07459,-12.575,140.852,
5667,23-003971,15-1-10966,-12.766,140.276,4
5668,23-003766,15-1-10975,-12.79,140.481,4
5669,23-001560,15-1-10976,-12.798,140.631,1
5670,23-010646,15-1-12264,-12.941,140.946,
5671,23-017118,15-1-12266,-12.97,140.686,
5672,23-002060,15-1-10968,-12.285,140.483,4
5673,23-004780,15-1-10971,-12.312,140.774,
5674,23-014480,15-1-10972,-12.32,140.886,
5675,23-004848,15-1-10969,-12.335,140.667,
5676,23-015561,15-1-10970,-12.353,140.662,
5677,23-014594,15-1-10964,-12.384,140.297,
5678,23-009101,15-1-10950,-12.379,140.007,
5679,23-000591,15-1-10974,-12.42,140.83,1
5680,23-003544,15-1-10967,-12.474,140.435,4
5681,23-001828,15-1-10973,-12.543,140.665,1
5682,23-017328,15-4-07459,-12.575,140.852,
5683,23-003971,15-1-10966,-12.766,140.276,4
5684,23-003766,15-1-10975,-12.79,140.481,4
5685,23-001560,15-1-10976,-12.798,140.631,1
5686,23-010646,15-1-12264,-12.941,140.946,
5687,23-017118,15-1-12266,-12.97,140.686,
5688,23-002060,15-1-10968,-12.285,140.483,4
5689,23-004780,15-1-10971,-12.312,140.774,
5690,23-014480,15-1-10972,-12.32,140.886,
5691,23-004848,15-1-10969,-12.335,140.667,
5692,23-015561,15-1-10970,-12.353,140.662,
5693,23-014594,15-1-10964,-12.384,140.297,
5694,23-009101,15-1-10950,-12.379,140.007,
5695,23-000591,15-1-10974,-12.42,140.83,1
5696,23-003544,15-1-10967,-12.474,140.435,4
5697,23-001828,15-1-10973,-12.543,140.665,1
5698,23-017328,15-4-07459,-12.575,140.852,
5699,23-003971,15-1-10966,-12.766,140.276,4
5700,23-003766,15-1-10975,-12.79,140.481,4
5701,23-001560,15-1-10976,-12.798,140.631,1
5702,23-010646,15-1-12264,-12.941,140.946,
5703,23-017118,15-1-12266,-12.97,140.686,
5704,23-002060,15-1-10968,-12.285,140.483,4
5705,23-004780,15-1-10971,-12.312,140.774,
5706,23-014480,15-1-10972,-12.32,140.886,
5707,23-004848,15-1-10969,-12.335,140.667,
5708,23-015561,15-1-10970,-12.353,140.662,
5709,23-014594,15-1-10964,-12.384,140.297,
5710,23-009101,15-1-10950,-12.379,140.007,
5711,23-000591,15-1-10974,-12.42,140.83,1
5712,23-003544,15-1-10967,-12.474,140.435,4
5713,23-001828,15-1-10973,-12.543,140.665,1
5714,23-017328,15-4-07459,-12.575,140.852,
5715,23-003971,15-1-10966,-12.766,140.276,4
5716,23-003766,15-1-10975,-12.79,140.481,4
5717,23-001560,15-1-10976,-12.798,140.631,1
5718,23-010646,15-1-12264,-12.941,140.946,
5719,23-017118,15-1-12266,-12.97,140.686,
5720,23-014485,15-1-10982,-12.003,141.295,
5721,23-006789,15-1-10997,-12.005,141.673,
5722,23-003392,15-1-10984,-12.067,141.308,4
5723,23-005762,15-1-10981,-12.116,141.234,
5724,23-016279,15-4-07143,-12.203,141.489,
5725,23-000342,15-1-10999,-12.195,141.635,1
5726,23-006068,15-1-10985,-12.247,141.472,
5727,23-002335,15-1-11000,-12.314,141.923,1
5728,23-016967,15-1-10980,-12.319,141.094,
5729,23-001041,15-1-10986,-12.426,141.367,1
5730,23-010476,15-1-10987,-12.469,141.432,
5731,23-002387,15-1-12260,-12.537,141.75,3
5732,23-006041,15-1-10979,-12.663,141.327,
5733,23-002662,15-1-10977,-12.753,141.028,4
5734,23-003523,15-1-12261,-12.999,141.457,4
5735,23-014485,15-1-10982,-12.003,141.295,
5736,23-006789,15-1-10997,-12.005,141.673,
5737,23-003392,15-1-10984,-12.067,141.308,4
5738,23-005762,15-1-10981,-12.116,141.234,
5739,23-016279,15-4-07143,-12.203,141.489,
5740,23-000342,15-1-10999,-12.195,141.635,1
5741,23-006068,15-1-10985,-12.247,141.472,
5742,23-002335,15-1-11000,-12.314,141.923,1
5743,23-016967,15-1-10980,-12.319,141.094,
5744,23-001041,15-1-10986,-12.426,141.367,1
5745,23-010476,15-1-10987,-12.469,141.432,
5746,23-002387,15-1-12260,-12.537,141.75,3
5747,23-006041,15-1-10979,-12.663,141.327,
5748,23-002662,15-1-10977,-12.753,141.028,4
5749,23-003523,15-1-12261,-12.999,141.457,4
5750,23-014485,15-1-10982,-12.003,141.295,
5751,23-006789,15-1-10997,-12.005,141.673,
5752,23-003392,15-1-10984,-12.067,141.308,4
5753,23-005762,15-1-10981,-12.116,141.234,
5754,23-016279,15-4-07143,-12.203,141.489,
5755,23-000342,15-1-10999,-12.195,141.635,1
5756,23-006068,15-1-10985,-12.247,141.472,
5757,23-002335,15-1-11000,-12.314,141.923,1
5758,23-016967,15-1-10980,-12.319,141.094,
5759,23-001041,15-1-10986,-12.426,141.367,1
5760,23-010476,15-1-10987,-12.469,141.432,
5761,23-002387,15-1-12260,-12.537,141.75,3
5762,23-006041,15-1-10979,-12.663,141.327,
5763,23-002662,15-1-10977,-12.753,141.028,4
5764,23-003523,15-1-12261,-12.999,141.457,4
5765,23-014485,15-1-10982,-12.003,141.295,
5766,23-006789,15-1-10997,-12.005,141.673,
5767,23-003392,15-1-10984,-12.067,141.308,4
5768,23-005762,15-1-10981,-12.116,141.234,
5769,23-016279,15-4-07143,-12.203,141.489,
5770,23-000342,15-1-10999,-12.195,141.635,1
5771,23-006068,15-1-10985,-12.247,141.472,
5772,23-002335,15-1-11000,-12.314,141.923,1
5773,23-016967,15-1-10980,-12.319,141.094,
5774,23-001041,15-1-10986,-12.426,141.367,1
5775,23-010476,15-1-10987,-12.469,141.432,
5776,23-002387,15-1-12260,-12.537,141.75,3
5777,23-006041,15-1-10979,-12.663,141.327,
5778,23-002662,15-1-10977,-12.753,141.028,4
5779,23-003523,15-1-12261,-12.999,141.457,4
5780,23-017236,15-4-07148,-12.026,142.669,
5781,23-017071,15-1-11015,-12.137,142.865,
5782,23-004865,15-1-11007,-12.167,142.107,
5783,23-008598,15-1-11014,-12.183,142.878,
5784,23-009948,15-1-11012,-12.291,142.424,
5785,23-002152,15-1-11025,-12.376,142.861,1
5786,23-004268,15-1-11013,-12.383,142.634,
5787,23-014309,15-4-07149,-12.43,142.469,
5788,23-008721,15-1-12242,-12.521,142.971,
5789,23-008344,15-1-12244,-12.525,142.807,
5790,23-017070,15-1-12245,-12.562,142.857,
5791,23-013190,15-4-07454,-12.59,142.196,
5792,23-007594,15-1-12248,-12.665,142.305,
5793,23-000845,15-1-12246,-12.684,142.691,1
5794,23-017520,15-4-07452,-12.695,142.455,
5795,23-011651,15-1-12249,-12.915,142.619,
5796,23-012821,15-1-12250,-12.961,142.142,
5797,23-017236,15-4-07148,-12.026,142.669,
5798,23-017071,15-1-11015,-12.137,142.865,
5799,23-004865,15-1-11007,-12.167,142.107,
5800,23-008598,15-1-11014,-12.183,142.878,
5801,23-009948,15-1-11012,-12.291,142.424,
5802,23-002152,15-1-11025,-12.376,142.861,1
5803,23-004268,15-1-11013,-12.383,142.634,
5804,23-014309,15-4-07149,-12.43,142.469,
5805,23-008721,15-1-12242,-12.521,142.971,
5806,23-008344,15-1-12244,-12.525,142.807,
5807,23-017070,15-1-12245,-12.562,142.857,
